      0.156667976001; 0;3;4;9;10
      0.156658361317; 0;1;3;5;6;7;8
      0.156655097261; 0;3;4;5;7
      0.156585501541; 0;1;2;5;8
      0.156581946386; 1;2;4;7;9;10
      0.156578254046; 2;4;5;9;10
      0.156552461941; 2;5;6;8
      0.156547380828; 4;5;8;9
      0.156534912279; 0;3;4;8;9;10
      0.156532015209; 2;3;4;7;8;10
      0.156460708028; 0;3;5;7;10
      0.156435152434; 3;4;6;7;8;9;10
      0.156402508952; 1;3;4;7;8;9;10
      0.156400592464; 1;2;3;4;8
      0.156388841440; 0;4;6;7;8
      0.156336207948; 2;5;6;7;9;10
      0.156329698165; 1;2;3;5;7;8;9
      0.156329524537; 1;3;6;7;8;9;10
      0.156314664212; 3;4;6;9;10
      0.156288352561; 1;2;3;7;9;10
      0.156285603270; 0;1;2;3;5;7;8
      0.156283132287; 0;1;6;7;9
      0.156268921479; 1;6;7
      0.156258260928; 1;6;9
      0.156251887780; 0;3;5;6;7;8;10
      0.156227886837; 0;1;2;3;5;6;7;8
      0.156148245846; 1;2;5;7;8;9;10
      0.156097338846; 0;1;2;3;4;6
      0.156088405872; 0;1;2;3;4;5;9
      0.156072272035; 2;3;5;6;7;9;10
      0.156032315824; 3;4;7;10
      0.155988395380; 1;3;5;6;7;8;9
      0.155951724973; 0;3;4;6;7;8;9;10
      0.155897289522; 0;2;3;8;9;10
      0.155855870852; 0;1;5;6;8
      0.155845175451; 0;1;2;3;4;5;7
      0.155813889678; 0;3;5;10
      0.155811315740; 0;5;6;7
      0.155802515253; 3;4;5;7;8;9
      0.155716259747; 0;1;2;6;9
      0.155715367420; 0;2;6;10
      0.155698557026; 0;3;4;5;6;7;8;9
      0.155673689793; 0;1;5;8
      0.155663506544; 0;1;3;4;7;8
      0.155628624873; 1;3;4;7;8;9
      0.155602942296; 3;5;6;7;8;10
      0.155586916881; 0;1;3;4;6;8
      0.155489116029; 1;2;4;5;6
      0.155460086813; 2;4;5;6;7;9
      0.155415968889; 2;5;6;10
      0.155404569823; 0;3;5;6;8;9
      0.155399549797; 1;2;5;7;8;9
      0.155386835642; 1;2;3;5;7;8;9;10
      0.155351487047; 2;4;6;7;8;9;10
      0.155315506874; 0;1;3;5;10
      0.155295354186; 0;1;3;5;9;10
      0.155185268292; 5;6;7;9;10
      0.155167104738; 1;3;5;6;9
      0.155123522846; 0;1;4;5;7
      0.155086235944; 0;7;8;10
      0.155071700471; 3;4;5;7;8;9;10
      0.155054132685; 1;2;3;7;8;9;10
      0.155052317823; 0;2;5;6;7;8;9
      0.155033790989; 0;6;7;8;9;10
      0.154936283864; 1;3;5;6;7;8
      0.154932788426; 1;3;4;6;7;8;9
      0.154910556714; 3;5;6;7;9;10
      0.154907569314; 2;5;6;8;9
      0.154877051083; 0;1;2;6;8;9
      0.154833858760; 0;2;3;4;5;8
      0.154825200394; 1;2;3;4;6;7;8;9
      0.154818534035; 1;2;3;4;6;7;8;9;10
      0.154814142174; 0;2;4;9;10
      0.154810412423; 0;3;4;6;8;9
      0.154764708722; 0;3;4;7;10
      0.154763289464; 0;1;2;6;10
      0.154743943969; 2;3;4;5;6;8
      0.154735430780; 0;2;3;4;5;7;8;9;10
      0.154732706064; 1;2;6;7
      0.154628092452; 0;2;3;5;10
      0.154588046089; 0;1;2;3;7;8;10
      0.154582266103; 0;1;2;3;6;8;9
      0.154542965435; 3;4;5;7;8;10
      0.154517417775; 2;5;7;10
      0.154478178951; 0;1;4;7;9
      0.154460984661; 0;1;3;4;6;7
      0.154450193100; 1;2;3;4;6;7;8
      0.154448675939; 2;4;7;10
      0.154439467516; 0;5;7;8;9
      0.154342979341; 2;3;4;5;6;10
      0.154304100352; 4;6;7;8
      0.154288226680; 0;1;3;4;9;10
      0.154254182829; 1;2;3;5;6;7;8
      0.154228269351; 0;2;7;8;9;10
      0.154219477319; 1;3;4;6;8
      0.154215046068; 0;2;4;6;7;8
      0.154199552822; 0;2;3;4;6;8;9;10
      0.154155492781; 0;3;4;5;7;8
      0.154154659476; 2;5;7;8;9;10
      0.154151166926; 0;1;2;6;7;8
      0.154118455305; 0;2;7;10
      0.154107350399; 0;1;2;5;6;10
      0.154075753003; 0;3;4;5;6;8
      0.154059425882; 2;4;6;8;10
      0.154053878018; 2;5;6;7;8;9;10
      0.154018428863; 0;2;3;7;8;9;10
      0.154015782763; 0;2;3;5;9;10
      0.154011802300; 2;4;5;7;9;10
      0.153988417583; 0;1;2;3;4;8
      0.153987725030; 0;2;5;7;9;10
      0.153972767408; 2;5;7;9;10
      0.153935913859; 0;9
      0.153908871614; 0;2;3;4;5;6;7;8;9
      0.153904913809; 0;2;4;5;7;8;9
      0.153876546489; 0;3;4;5;8
      0.153830440188; 0;1;2;3;4;6;7
      0.153792996823; 0;2;3;5;6;7;8
      0.153773295775; 0;1;3;6;9;10
      0.153763893400; 0;1;2;4;6
      0.153742306899; 0;3;4;5;6;7
      0.153712349301; 1;2;3;5;6;8
      0.153691581894; 0;1;2;3;6;8
      0.153651810730; 0;1;3;4;6
      0.153598744666; 1;2;6;8
      0.153594508733; 3;4;5;8
      0.153592673152; 1;2;7;8;9
      0.153577843344; 2;3;5;6;9;10
      0.153570464880; 0;6;8;9;10
      0.153558459994; 3;4
      0.153507542660; 2;4;5;6;9
      0.153506634973; 0;1;3;5;7;10
      0.153500058867; 1;5;8;9
      0.153499289896; 0;3;4;5;6
      0.153462552619; 1;3;8;10
      0.153436221882; 2;3;6;7;8;10
      0.153424750275; 1;3;4;5;8;9
      0.153423662941; 2;3;4;5;7;8;9;10
      0.153371159010; 2;3;4;6;7;10
      0.153357520121; 0;2;3;4;6;7;9
      0.153206899614; 1;3;4;8
      0.153197203001; 0;1;2;5;7;10
      0.153190429495; 0;2;3;4;6;10
      0.153148502025; 1;2;3;7;10
      0.153146864762; 1;2;4;9;10
      0.153119102263; 0;2;4;8;9;10
      0.153087472815; 0;1;2;6;7
      0.153084774028; 1;2;6;8;9
      0.153075249998; 0;2;9;10
      0.153046715481; 0;3;4;6;9;10
      0.153029906873; 5;7;8;10
      0.153026314749; 3;4;5;6;7;10
      0.153001559736; 1;2;4;5;8
      0.152995637960; 2;3;5;6;8;10
      0.152994328043; 2;4;5;7;8;9;10
      0.152984026058; 2;3;4;6;7;8;10
      0.152901774667; 0;1;2;3;4;6;7;8
      0.152875472716; 4;6;7;8;9
      0.152870195604; 0;2;3;6;7;8;9;10
      0.152855080516; 3;4;5;6
      0.152791732464; 0;2;3;4;7;8;9;10
      0.152737480203; 1;4;7
      0.152712058031; 2;4;6;9;10
      0.152711594164; 1;2;3;5;8;9
      0.152710828513; 0;2;5;6;7;9
      0.152697000715; 0;1;3;6;7;9;10
      0.152680018262; 0;2;4;6;7;9
      0.152659816685; 0;1;3;5;7;9;10
      0.152655782957; 0;1;2;3;6;7;8;9;10
      0.152652069373; 0;4;5;7;8
      0.152556617182; 0;2;3;6;9;10
      0.152520256938; 1;2;3;6;8;9;10
      0.152480111187; 1;2;4;5;7;9
      0.152477814906; 0;5;7;9;10
      0.152470341777; 0;2;3;5;6;10
      0.152467462595; 0;1;5;6;10
      0.152465153117; 1;2;6;7;8
      0.152462310905; 2;3;5;6;7;8
      0.152457403220; 3;4;5;6;7;8;9;10
      0.152441792789; 0;1;2;6;8
      0.152383935470; 0;2;3;6;7;8;10
      0.152373188737; 5;6;8
      0.152345741257; 0;1;3;4;5;6
      0.152331700623; 1;2;3;4;5;9
      0.152303159027; 0;2;3;7;8;10
      0.152302716623; 0;1;4;10
      0.152283254953; 1;2;3;4;6;7
      0.152265458630; 0;1;3;4;6;7;9
      0.152246450404; 5;6;7;8;9;10
      0.152230907856; 0;1;3;6;7;8;9
      0.152221181812; 2;3;4;5;6;7;9;10
      0.152195143347; 0;2;6;8
      0.152191877256; 0;1;3;7;8;10
      0.152179309363; 0;3;4;8;10
      0.152168540584; 3;5;10
      0.152132407623; 3;4;5;6;7;8
      0.152085497443; 0;1;3;4;10
      0.152053980744; 0;3;4;7;8;9;10
      0.152043195379; 0;5;6;9
      0.152028376661; 3;4;7;8;9;10
      0.152021074861; 1;3;5;10
      0.152003984651; 0;1;2;4;10
      0.151996697481; 1;2;9;10
      0.151991743721; 2;3;6;8;9;10
      0.151990103665; 0;1;2;3;4;8;9
      0.151963858568; 1;2;3;5;8;9;10
      0.151892684478; 4;5;6;8;9
      0.151860060027; 0;3;5;7;8;10
      0.151851666604; 0;2;4;7;10
      0.151842571983; 2;3;5;7;8;10
      0.151839970161; 0;2;3;5;6;7;8;9;10
      0.151823923770; 2;3;4;6;8;9;10
      0.151820004024; 3;4;8;10
      0.151799278773; 0;1;2;3;6;7;8;9
      0.151796251901; 2;4;8;10
      0.151786973270; 1;2;3;6;7;8;9
      0.151780772646; 0;5;7;8;9;10
      0.151772516500; 1;2;3;5;6;7;8;9
      0.151772238435; 0;2;3;4;5;9;10
      0.151759622980; 1;2;4;6;7;8;9
      0.151722080759; 0;5;8;9;10
      0.151661946474; 0;2
      0.151610388419; 0;1;3;4;5;9
      0.151589526535; 1;5;7;8;9;10
      0.151588540422; 1;4;5;7
      0.151578467588; 0;1;6;7;10
      0.151540838519; 2;3;4;6;7;8;9;10
      0.151491456642; 0;1;2;3;4;7;8;9
      0.151484944764; 0;2;4;6;7;8;9
      0.151393929945; 0;1;3;4;6;9
      0.151386814746; 2;3;4;7;8;9;10
      0.151385868744; 2;6;9;10
      0.151362051240; 0;1;5;6;7
      0.151356288061; 1;7;8;10
      0.151349773035; 0;1;2;3;4;10
      0.151327147816; 0;2;5;7;10
      0.151307325264; 0;2;4;7;8;9;10
      0.151306028905; 1;2;3;5;6;8;9
      0.151290395643; 2;3;4;8;10
      0.151260150873; 0;3;4;5;8;9
      0.151256127174; 0;4;5;7;8;9
      0.151227148219; 0;1;3;5;7;8;10
      0.151168612082; 1;2;7;9;10
      0.151164328643; 2;4;5;6;10
      0.151161520410; 2;5;6;7;8;9
      0.151160514557; 1;2;3;5;9;10
      0.151159213669; 0;5;6;7;9;10
      0.151123035718; 0;3;4;5;6;9
      0.151007614592; 4;6;7;8;9;10
      0.150937259139; 1;3;4;5;7;8;9;10
      0.150886618930; 3;5;7;8;10
      0.150881806202; 0;1;7;8;10
      0.150880965115; 1;4;7;8
      0.150868153592; 1;2;5;7;8
      0.150865206687; 1;2;3;4;7;8
      0.150826508255; 0;1;6;7;8;9
      0.150824317951; 0;1;2;5;6;7
      0.150807137165; 0;2;3;4;10
      0.150784773738; 1;3;6;7;8;10
      0.150763823464; 1;2;4;5;7
      0.150757996741; 4;6;8
      0.150743175860; 1;2;4;6;7;9
      0.150738705811; 3;5;6;9;10
      0.150738647892; 0;1;2;7;8;9
      0.150723260897; 0;1;2;7;10
      0.150696204089; 2;4;5;6;7;8;9
      0.150687511156; 0;2;3;4;8;9;10
      0.150675075792; 0;3;4;5;7;8;9;10
      0.150662717018; 2;3;5;10
      0.150661152802; 0;1;5;7;8;9;10
      0.150641479909; 3;4;5;6;8;9
      0.150628951969; 0;2;3;4;5;6;9;10
      0.150605736512; 2;4;6;10
      0.150577672148; 0;1;3;4;5;10
      0.150565445082; 0;4;7;9;10
      0.150524977007; 0;1;3;6;7;8;9;10
      0.150512133734; 1;3;4;5;8
      0.150503217739; 0;2;3;4;5;6
      0.150492750797; 0;2;3;8;10
      0.150475857033; 1;2;3;6;7;8;9;10
      0.150443089774; 1;2;3;4;6;8;9
      0.150426371689; 3;4;5;6;7;8;9
      0.150422924757; 0;4;6;7;8;9
      0.150391836086; 0;1;3;4;5;7
      0.150381356729; 0;2;3;4;5;6;9
      0.150323391270; 0;2;5;6;8;9
      0.150308179091; 0;2;4;6;8;9
      0.150290228672; 0;1;3;5;6;7
      0.150252676659; 1;2;3;4;5;7;9
      0.150244794079; 0;1;2;3;4;7
      0.150234163018; 0;2;4;5;7;9;10
      0.150228188898; 0;4;8;9;10
      0.150226097400; 0;1;3;4;7;8;10
      0.150222970753; 0;5;8
      0.150220245850; 0;2;3;4;5;6;7
      0.150131969395; 0;1;2;3;4;7;8
      0.150123560438; 0;1;2;3;4;6;8;9
      0.150029996779; 0;1;3;5;6;7;8;10
      0.150013585659; 0;2;3;5;7;8;9;10
      0.150010760546; 0;4;6;7;9
      0.149999504659; 0;1;3;4;5;7;8;9
      0.149997507184; 4;6
      0.149961972869; 3;4;6;7;8;10
      0.149928360739; 0;3;4;6;8;9;10
      0.149886361417; 1;3;5;8
      0.149880527737; 1;2;4;5;6;8
      0.149877740385; 4;6;7;9;10
      0.149853041842; 1;2;3;5;6;7;8;9;10
      0.149846375267; 3;4;5;7;9;10
      0.149836365410; 1;4;5;7;8;9
      0.149835289815; 2;3;4;5;6;7;8
      0.149812752379; 1;2;4;6;9
      0.149774470828; 1;2;5;8
      0.149722634781; 0;3;4;5;9
      0.149708128903; 2;4;5;6;8;9
      0.149682842088; 2;4;5;6;7
      0.149655992643; 1;2;5;6;7
      0.149652616711; 1;3;4;6
      0.149643628768; 2;3;4;5;6;7;8;9
      0.149618978758; 0;2;5;6;8
      0.149616574003; 1;2;7;8;9;10
      0.149582032408; 0;3;5;6;8;10
      0.149571622076; 5;6;8;9
      0.149570076065; 1;2;3;5;7;9;10
      0.149567914112; 0;2;3;4;7;10
      0.149551692812; 0;1;2;3;5;7;9;10
      0.149547263404; 4;5;7
      0.149523345604; 2;4;5;8;10
      0.149519848129; 1;3;6;8;10
      0.149508824531; 0;1;6;7;8;9;10
      0.149504427024; 1;2;3;6;7;9;10
      0.149494701049; 2;6;10
      0.149493671875; 1;3;4;5;7
      0.149490228492; 0;2;7;8;10
      0.149446622585; 0;1;3;4;6;8;9;10
      0.149426959100; 0;2;3;6;7;9;10
      0.149384340159; 0;1;5;6;9
      0.149371180971; 2;4;6;7;8
      0.149347404445; 1;3;4;5;7;9
      0.149307806433; 1;6;7;8;10
      0.149299559382; 0;1;2;4;5;8;9
      0.149280361133; 0;3;4;6;7;9;10
      0.149266827729; 1;4;5;7;9
      0.149219295046; 0;1;3;4;6;10
      0.149188287912; 0;1;2;4;7;10
      0.149165300296; 0;1;2;5;8;9
      0.149132170455; 0;3;5;6;7;10
      0.149128041057; 0;1;2;4;7;9;10
      0.149031605622; 1;2;6;7;8;9;10
      0.149026306794; 0;2;6;8;9
      0.148991927430; 0;1;2;4;7;8;10
      0.148989058170; 2;4;6;7;10
      0.148938644368; 0;1;3;4;5;6;7
      0.148938410219; 3;4;5
      0.148934369095; 0;3;5;6;8;9;10
      0.148905244395; 1;3;5;6;7;9
      0.148826968045; 0;1;2;6;7;8;9
      0.148819633121; 3;4;5;7;10
      0.148792191640; 1;5;6;7;9
      0.148745925651; 3;4;5;8;9;10
      0.148732517582; 0;6;9;10
      0.148716887859; 1;2;3;4;6;7;9
      0.148685250951; 0;2;4;5;6
      0.148658994512; 0;3;5;6;7;8;9;10
      0.148657832070; 2;5;8;10
      0.148655273499; 0;5;6;7;10
      0.148623190688; 1;3;4;6;8;9
      0.148602327100; 0;2;3;4;6;8;9
      0.148584836261; 2;3;4;5;7;10
      0.148577855360; 0;1;3;5;6;8
      0.148537642492; 0;1;6;8;10
      0.148529434240; 2;3;4;8;9;10
      0.148516020614; 0;2;5;6;7
      0.148511334705; 0;1;3;4;7;10
      0.148477966103; 0;1;2;4;6;9
      0.148457477349; 2;3;5;6;8;9;10
      0.148448737318; 0;1;3;4;8;9;10
      0.148445624260; 1;2;3;6;9;10
      0.148426939654; 0;1;3;5;6;7;9
      0.148417690678; 0;1;2;3;5;7;8;10
      0.148343891206; 0;1;3;4;5;7;8;10
      0.148330827256; 2;4;5;7;10
      0.148314851174; 1;2;3;4;5;7
      0.148289054448; 0;1;2;3;5;6;9
      0.148265384881; 3;4;5;6;7;8;10
      0.148237284157; 0;1;2;5;6;8;9
      0.148230197041; 0;1;2;3;5;6;10
      0.148213465382; 0;2;3;4;6;7;8;10
      0.148204891634; 0;2;3;4;8;10
      0.148178638098; 1;3;4;7;9;10
      0.148178446062; 0;3;4;7;8;10
      0.148159350316; 0;4;5;8;9
      0.148151576148; 1;3;5;7;9;10
      0.148150917913; 0;1;4;8
      0.148145050730; 0;1;2;3;6;7;8
      0.148123558427; 1;4;7;10
      0.148100651046; 1;2;3;4;5;8
      0.148094470348; 2;6;8;9;10
      0.148090430107; 0;2;5;6;9
      0.148088360348; 0;1;2;4;5;8
      0.148081534871; 0;1;2;8
      0.148072653982; 0;2;3;6;8;10
      0.148018135561; 1;3;5;6;8;9
      0.148001646851; 1;2;5;10
      0.147995022533; 2;3;5;6;7;8;10
      0.147963872874; 4;7;8;10
      0.147952770303; 0;3;5;6;9;10
      0.147943239695; 1;2;3;4;7;10
      0.147913842608; 0;6;7;8;10
      0.147896847098; 3;4;6;8;9;10
      0.147884107486; 0;1;2;3;4;6;9
      0.147882227937; 0;3;4;5;6;9;10
      0.147820916308; 0;1;2;4;5;7;8;9
      0.147790262641; 0;1;2;3;5;6;7;9
      0.147761724238; 2;4;6;8;9;10
      0.147739912870; 1;2;3;4;5;6
      0.147712527599; 3;4;5;6;9
      0.147671625154; 0;1;4;5;9
      0.147645070988; 1;2;3;4;6;8
      0.147628264125; 0;2;8
      0.147603859237; 5;6;8;9;10
      0.147593143481; 1;2;3;8;9;10
      0.147589805070; 0;5;6;7;8;9
      0.147568284296; 0;3;4;6;7;10
      0.147567617330; 2;3;6;8;10
      0.147554338670; 0;1;2;4;8;9
      0.147540919525; 0;3;4;10
      0.147532774813; 0;1;2;3;5;9;10
      0.147492842290; 0;1;3;4;5;7;9
      0.147480852035; 0;1;2;3;5;7;8;9
      0.147474580550; 0;1;4;7;8;9
      0.147450281034; 0;1;2;3;4;6;7;8;9
      0.147432104009; 0;1;2;4;5;7;9
      0.147408618814; 1;2;7;10
      0.147403655689; 2;8;10
      0.147394933383; 1;2;4;7;8;9;10
      0.147337165947; 0;1;3;4;6;8;9
      0.147332430378; 0;1;2;3;6;8;10
      0.147330907887; 1;3;4;9;10
      0.147328746304; 1;5;9
      0.147322222838; 4;5;6
      0.147317182899; 0;1;2;5;7;8;9;10
      0.147289990395; 2;6;7;8;9;10
      0.147260808522; 1;5;6;9
      0.147244213150; 0;1;2;4;5;6
      0.147242506198; 0;1;2;3;6;8;9;10
      0.147219109045; 0;3;4;5;10
      0.147206681665; 0;2;8;9;10
      0.147193979536; 0;3;4;6;7;8;10
      0.147187169439; 2;5;7;8;10
      0.147185764794; 0;2;3;5;7;8;10
      0.147183594754; 1;6;7;8;9;10
      0.147177387624; 0;1;3;5;7;8;9;10
      0.147136023235; 1;3;4;6;7;8;10
      0.147131447196; 1;4;5;8;9
      0.147091124081; 0;2;6;7;8;9;10
      0.147076320183; 0;2;3;5;6;8;9;10
      0.147074913119; 2;3;4;5;7;8;10
      0.147071192112; 0;1;2;6;7;9;10
      0.147070131562; 0;1;2;3;7;8;9;10
      0.147057545983; 0;1;4;8;9
      0.147053198034; 1;6;9;10
      0.147043463474; 0;1;3;4;5;8
      0.147029613377; 1;2;5;6;9
      0.147023271206; 1;3;4;5;9
      0.146976771340; 3;5;6;10
      0.146971127626; 0;2;3;4;5;6;8
      0.146954763161; 0;1;3;4;5;6;7;8;9
      0.146953190602; 2;3;4;5;6;7;8;10
      0.146918221435; 1;3;4;6;7;9
      0.146880905618; 0;1;4;5;7;8;9
      0.146878997663; 1;4;5;7;8
      0.146838299543; 4;5;8;9;10
      0.146792337235; 0;2;3;5;6;9;10
      0.146791566196; 1;6;8;9
      0.146768014218; 0;4;5;7;9;10
      0.146759265476; 4;5;6;7;8;9
      0.146755150179; 2;6;7;8;10
      0.146749320346; 2;5;6;9;10
      0.146650601627; 2;3;5;7;9;10
      0.146628669394; 0;1;2;3;4;5;10
      0.146597874134; 0;2;3;5;8;10
      0.146588607623; 0;1;3;4;7;9;10
      0.146579493987; 0;2;6;7;8;10
      0.146555329106; 0;2;4;6;9;10
      0.146527854646; 1;5;8
      0.146458397501; 0;1;3;4;5;6;9
      0.146458224433; 1;3;4;8;9;10
      0.146454654933; 0;1;6;7;9;10
      0.146450846950; 0;1;3;6;7;8;10
      0.146445031542; 1;2;5;6;8;9
      0.146428061902; 3;5;8;9;10
      0.146396426469; 0;1;2;3;4;5;7;9
      0.146366092363; 3;5;6;8;9;10
      0.146365756563; 3;4;5;9;10
      0.146357774988; 0;2;3;4;5;10
      0.146343071724; 0;2;3;5;8;9;10
      0.146332348274; 1;3;4;5;6;7;9
      0.146328036398; 0;5;6;8;9
      0.146321218784; 0;1;2;3;7;9;10
      0.146314962223; 1;2;4;7;10
      0.146309002604; 0;1;2;4;6;7;8;9;10
      0.146307934976; 0;1;2;4;5;9
      0.146299986610; 0;1;3;4;6;7;8
      0.146269860303; 0;1;2;4;6;8
      0.146260987908; 0;1;2;5;6;9
      0.146243834011; 1;2;4;6;8
      0.146201413410; 0;5;6;7;9
      0.146191498696; 1;2;3;4;6;9;10
      0.146157032181; 1;2;4;5;7;8
      0.146154757028; 1;4;5
      0.146146372148; 1;2;4;5;7;9;10
      0.146144757983; 1;2;3;4;6;10
      0.146128109864; 0;2;5;7;8;9;10
      0.146098819760; 0;1;2;4;7;8;9
      0.146092247527; 0;1;3;5;6;9;10
      0.146059736651; 0;1;2;5;8;9;10
      0.146054239067; 0;1;2;3;4;6;8
      0.146012567910; 0;2;4;10
      0.145956964372; 1;3;4;6;7;8;9;10
      0.145932201871; 0;1;2;3;5;7;8;9;10
      0.145927059320; 0;2;3;4;5;8;9;10
      0.145898556025; 1;3;4;5;7;8;9
      0.145866946629; 1;5;6;8;9
      0.145865917910; 2;3;4;5;6;8;9;10
      0.145865014317; 0;1;2;7;8;9;10
      0.145864449871; 0;1;2;3;5;6;7;9;10
      0.145777533074; 0;1;3;4;6;7;8;9
      0.145749028904; 0;4;5;7;8;9;10
      0.145690836341; 0;1;2;3;5;6;8
      0.145682703369; 0;2;4;5;9;10
      0.145679665816; 0;2;4;5;6;7
      0.145678541659; 0;2;4;6;8
      0.145676129516; 0;2;3;4;6;7;9;10
      0.145636248676; 0;1;6;8;9;10
      0.145629239811; 0;2;6;9;10
      0.145593071757; 2;3;5;8;10
      0.145584059140; 1;4;5;7;8;9;10
      0.145540266974; 0;2;4;5;6;9
      0.145536868220; 4;5;7;9;10
      0.145519661921; 2;3;8;10
      0.145516343233; 1;3;5;9;10
      0.145469888412; 0;1;2;3;5;6;9;10
      0.145465771872; 0;2;3;5;6;7;8;10
      0.145460403279; 1;2;5;7;8;10
      0.145443520022; 0;2;4;6;7;8;9;10
      0.145434575210; 0;1;2;4;5;7;8
      0.145432543905; 0;3;4;5;6;7;9;10
      0.145430551116; 0;1;2;3;4;5;6
      0.145413424686; 1;2;4;5;10
      0.145330140429; 2;4;6;7;8;10
      0.145323085033; 1;3;4;5;7;8;10
      0.145310848070; 1;4;7;8;9;10
      0.145301054416; 0;5;6;7;8;9;10
      0.145257206191; 0;4;5;8;9;10
      0.145217409713; 0;3;4;5;6;8;9;10
      0.145122254670; 1;2;3;5;10
      0.145072916478; 2;3;4;5;9;10
      0.145019971528; 0;2;3;4;5;6;8;9
      0.145005688152; 3;4;5;6;7;9;10
      0.144992769548; 0;2;4;5;6;7;9
      0.144984863120; 0;1;4;5;7;9
      0.144973630233; 0;1;3;4;7;9
      0.144928207251; 1;2;3;6;7;8;10
      0.144870288797; 4;5;7;8;9;10
      0.144868333540; 0;1;2;3;5;6;7;8;9
      0.144855744356; 0;1;2;3;4;7;10
      0.144846172872; 1;2;5;9;10
      0.144816351343; 4;5;9;10
      0.144812661090; 0;1;2;5;6;8
      0.144752994947; 1;3;4;5
      0.144750567572; 1;2;4;5;8;9
      0.144723990900; 1;2;5;7;10
      0.144702302551; 0;1;2;3;5;6;7
      0.144698867151; 1;2;3;4;5;8;9
      0.144681997366; 0;1;5;7;10
      0.144651517496; 0;2;3;4;5;7;9;10
      0.144611727792; 0;1;3;4;8;10
      0.144598665333; 0;4;7;8;10
      0.144573540444; 1;5;6;7
      0.144571133582; 1;3;4
      0.144564266097; 2;3;5;6;10
      0.144525547996; 0;1;2;3;6;9;10
      0.144521819228; 0;1;2;4;6;7
      0.144516459293; 0;1;3;5;8;10
      0.144512211534; 0;1;6;7;8;10
      0.144487022992; 1;2;5;6;7;8;9
      0.144481509697; 0;2;4;5;10
      0.144476821681; 0;1;2;3;4;6;7;8;9;10
      0.144467291054; 0;1;2;9;10
      0.144466791567; 0;5;9;10
      0.144456320278; 0;1;2;3;5;6;8;9
      0.144442138449; 0;2;5;6;9;10
      0.144439541473; 0;4;6;9
      0.144431430010; 0;1;5;6;7;8;9
      0.144423068144; 0;1;2;6;7;9
      0.144421363788; 0;1;2;4;9;10
      0.144392439679; 1;2;4;10
      0.144353212154; 0;1;2;3;4;6;7;9
      0.144327741288; 4;5;9
      0.144314708274; 1;2;3;5;7;8;10
      0.144312260006; 0;1;2;4;5;7;8;9;10
      0.144312143056; 0;1;4;5;7;8
      0.144274222841; 0;2;5;9;10
      0.144229195842; 0;1;3;4;5;7;8
      0.144224484158; 1;2;3;4;5
      0.144221125185; 0;4;6;7;8;9;10
      0.144220769870; 1;3;5;6;7;9;10
      0.144195129677; 0;1;2;3;5;10
      0.144186066921; 0;1;5;6;7;8;10
      0.144182119448; 0;2;3;5;6;7;10
      0.144153118163; 1;3;5;8;9;10
      0.144145292731; 3;4;5;6;8
      0.144031490342; 0;1;2;4;6;7;8
      0.144025758616; 0;1;4;6;7
      0.143998837455; 1;2;3;4;6;7;9;10
      0.143951945181; 4;8;10
      0.143943982047; 0;5;6
      0.143936863200; 1;2;4;5;7;10
      0.143912317867; 1;2;3;7;8;10
      0.143904007267; 1;2;5;6;7;8
      0.143897692923; 1;4;8;9
      0.143889320491; 0;1;4;5;6
      0.143868590469; 1;2;5;6;7;9
      0.143853278334; 0;1;2;4;6;7;9
      0.143829529031; 1;2;4;5;9
      0.143820232223; 0;1;2;3;4;5;8;9
      0.143818598219; 0;3;4;5;9;10
      0.143816613224; 1;2;4;5;7;8;9
      0.143816300116; 0;1;4;5;10
      0.143806732691; 0;1;2;5;7;9;10
      0.143796880108; 0;2;3;4;5;6;7;8
      0.143792948577; 1;2;3;4;10
      0.143785528622; 0;1;4;6;9
      0.143785272407; 0;1;2;3;8;9;10
      0.143779706003; 0;2;3;4;5;6;7;9
      0.143687430191; 0;3;4;6;8;10
      0.143668440809; 0;1;3;5;6;7;8;9;10
      0.143663586664; 1;2;5;8;9;10
      0.143618157322; 1;2;3;5;6;7;9;10
      0.143609350726; 1;2;6;7;9;10
      0.143592787090; 0;2;5;6;7;9;10
      0.143576511897; 1;3;4;6;7;9;10
      0.143568965610; 1;3;5;6;8;9;10
      0.143559324466; 0;1;2;3;4;7;8;9;10
      0.143520851775; 0;1;3;4;7;8;9;10
      0.143515612216; 0;2;3;4;9;10
      0.143492282240; 3;4;6;8;10
      0.143440935109; 1;2;3;5;6;8;10
      0.143429223053; 0;2;6;8;9;10
      0.143427694189; 2;3;4;5;7;9;10
      0.143417984190; 0;2;4;7;8;10
      0.143366945902; 1;2;3;4;5;6;8
      0.143361070804; 2;6;7;10
      0.143341930554; 1;2;5;6;8
      0.143339675192; 0;1;5;9;10
      0.143326163278; 0;3;4;5;6;8;9
      0.143256880466; 1;2;3;4;5;7;8
      0.143240511145; 0;1;5;6;7;9
      0.143220369969; 0;1;3;4;5;6;8;9
      0.143164998261; 1;2;3;4;7;8;10
      0.143164699328; 0;1;5;6;7;10
      0.143123546039; 0;1;3;4;5;6;7;8;9;10
      0.143100435390; 3;4;5;6;9;10
      0.143079557569; 0;5;7;10
      0.143078134499; 1;2;3;5;6;7;8;10
      0.143073262151; 0;2;4;6;10
      0.143065007889; 1;3;4;5;6
      0.142994494773; 0;1;5;6;7;8
